Date,DCOILBRENTEU
2021/11/9,84.50 
2021/11/10,82.90 
2021/11/11,83.40 
2021/11/12,82.90 
2021/11/15,81.90 
2021/11/16,82.90 
2021/11/17,80.70 
2021/11/18,82.50 
2021/11/19,80.20 
2021/11/22,81.00 
2021/11/23,83.40 
2021/11/24,82.40 
2021/11/25,82.10 
2021/11/26,72.40 
2021/11/29,73.30 
2021/11/30,70.90 
2021/12/1,69.50 
2021/12/2,70.60 
2021/12/3,70.70 
2021/12/6,73.40 
2021/12/7,75.50 
2021/12/8,75.90 
2021/12/9,74.10 
2021/12/10,75.00 
2021/12/13,74.10 
2021/12/14,73.40 
2021/12/15,73.70 
2021/12/16,74.60 
2021/12/17,73.00 
2021/12/20,70.50 
2021/12/21,72.90 
2021/12/22,74.70 
2021/12/23,76.30 
2021/12/24,75.20 
2021/12/27,.
2021/12/28,.
2021/12/29,78.60 
2021/12/30,78.60 
2021/12/31,77.20 
2022/1/3,78.30 
2022/1/4,79.40 
2022/1/5,80.60 
2022/1/6,82.00 
2022/1/7,82.30 
2022/1/10,81.60 
2022/1/11,85.00 
2022/1/12,85.80 
2022/1/13,85.80 
2022/1/14,87.20 
2022/1/17,87.80 
2022/1/18,88.80 
2022/1/19,89.60 
2022/1/20,89.80 
2022/1/21,89.80 
2022/1/24,87.70 
2022/1/25,89.50 
2022/1/26,91.20 
2022/1/27,90.70 
2022/1/28,91.50 
2022/1/31,92.40 
2022/2/1,90.20 
2022/2/2,91.40 
2022/2/3,93.00 
2022/2/4,96.90 
2022/2/7,97.30 
2022/2/8,96.10 
2022/2/9,95.00 
2022/2/10,96.40 
2022/2/11,97.50 
2022/2/14,101.70 
2022/2/15,98.40 
2022/2/16,97.40 
2022/2/17,95.30 
2022/2/18,96.20 
2022/2/21,99.00 
2022/2/22,98.70 
2022/2/23,99.30 
2022/2/24,101.30 
2022/2/25,98.60 
2022/2/28,103.10 
2022/3/1,110.90 
2022/3/2,118.90 
2022/3/3,115.40 
2022/3/4,123.90 
2022/3/7,129.00 
